LoanID,Age,Gender,Married,Dependents,Education,SelfEmployed,EmploymentType,CreditHistory,PropertyArea,LoanPurpose,LoanTermMonths,ApplicantIncome,CoapplicantIncome,LoanAmount,LoanStatus
LOAN01988,40,Female,Yes,0,Not Graduate,No,Government,Good,Semiurban,Home,60,22361,15649,111931,Approved
LOAN01989,43,Male,Yes,0,Not Graduate,No,Government,Good,Semiurban,Home,360,35901,10096,144397,Approved
LOAN01990,65,Male,No,3+,Graduate,No,Government,Good,Semiurban,Home,120,62770,6369,271467,Approved
LOAN01991,36,Male,Yes,0,Not Graduate,No,Freelancer,Good,Semiurban,Business,360,29983,6121,84894,Approved
LOAN01992,62,Male,Yes,1,Graduate,No,Business Owner,Good,Semiurban,Education,180,59883,3438,264196,Approved
LOAN01993,28,Female,Yes,0,Graduate,Yes,Freelancer,Good,Urban,Personal,360,21631,21755,132058,Approved
LOAN01994,41,Female,No,0,Graduate,Yes,Government,Poor,Urban,Vehicle,360,31002,2093,140346,Rejected
LOAN01995,21,Female,Yes,1,Graduate,No,Freelancer,Good,Urban,Home,180,35610,19017,199717,Approved
LOAN01996,28,Female,Yes,3+,Graduate,No,Salaried,Good,Rural,Business,240,40030,11905,111313,Approved
LOAN01997,49,Male,Yes,1,Not Graduate,No,Salaried,Good,Urban,Home,360,31265,10843,165026,Approved
LOAN01998,52,Male,No,2,Graduate,Yes,Government,Good,Rural,Home,120,63639,5687,175465,Approved
LOAN01999,58,Male,No,1,Graduate,No,Salaried,Good,Urban,Home,360,64091,2392,297053,Approved
LOAN02000,25,Female,Yes,0,Graduate,No,Freelancer,Good,Semiurban,Home,120,33568,11028,202601,Approved
LOAN02001,42,Female,Yes,0,Graduate,No,Unemployed,Good,Rural,Business,180,28732,12322,77897,Approved
LOAN02002,54,Female,No,1,Not Graduate,No,Freelancer,Good,Semiurban,Business,180,27717,12167,142949,Approved
LOAN02003,21,Male,Yes,3+,Graduate,No,Unemployed,Good,Urban,Home,360,57842,17089,155953,Approved
LOAN02004,46,Male,Yes,2,Not Graduate,No,Freelancer,Good,Urban,Medical,180,26923,17753,128105,Approved
LOAN02005,63,Female,Yes,0,Not Graduate,No,Salaried,Good,Rural,Education,120,18814,14623,90614,Approved
LOAN02006,30,Male,Yes,0,Graduate,Yes,Government,Good,Semiurban,Home,360,20121,8407,73338,Approved
LOAN02007,50,Female,Yes,0,Graduate,Yes,Salaried,Good,Semiurban,Home,240,49028,18319,206799,Approved
LOAN02008,38,Female,Yes,3+,Not Graduate,No,Salaried,Good,Semiurban,Business,240,19645,15877,92228,Approved
LOAN02009,37,Female,No,2,Not Graduate,No,Salaried,Average,Urban,Medical,180,30348,7721,142689,Approved
LOAN02010,46,Male,No,2,Graduate,No,Salaried,Average,Urban,Business,360,38024,4272,104191,Approved
LOAN02011,28,Male,Yes,0,Not Graduate,No,Salaried,Good,Semiurban,Personal,360,17035,34888,145668,Approved
LOAN02012,60,Male,No,1,Not Graduate,No,Salaried,Average,Semiurban,Education,240,39420,2694,76762,Rejected
LOAN02013,32,Male,Yes,1,Graduate,No,Business Owner,Good,Urban,Education,180,31381,21853,147812,Approved
LOAN02014,47,Male,Yes,0,Graduate,No,Government,Average,Rural,Business,360,15394,7182,89834,Approved
LOAN02015,28,Female,Yes,1,Not Graduate,Yes,Salaried,Good,Rural,Vehicle,360,39650,11794,180520,Approved
LOAN02016,45,Female,No,0,Graduate,No,Salaried,Good,Rural,Education,240,43395,1354,182990,Approved
LOAN02017,24,Male,No,0,Graduate,No,Freelancer,Good,Urban,Personal,60,39462,2106,175262,Approved
LOAN02018,53,Male,No,3+,Graduate,No,Freelancer,Good,Urban,Home,180,45567,1280,103849,Approved
LOAN02019,21,Male,No,2,Graduate,No,Government,Poor,Rural,Education,360,40788,4340,74577,Rejected
LOAN02020,39,Male,No,0,Graduate,No,Salaried,Good,Urban,Business,360,50441,2154,192180,Approved
LOAN02021,51,Female,No,1,Not Graduate,No,Government,Good,Urban,Business,60,23727,11618,92571,Approved
LOAN02022,36,Male,No,0,Graduate,No,Business Owner,Good,Rural,Home,240,19369,5721,64041,Approved
LOAN02023,34,Male,No,2,Graduate,No,Business Owner,Good,Urban,Education,120,21534,4216,87228,Approved
LOAN02024,25,Male,Yes,2,Graduate,No,Salaried,Good,Semiurban,Education,240,25198,3442,141682,Approved
LOAN02025,61,Female,Yes,2,Graduate,No,Salaried,Good,Semiurban,Vehicle,240,90209,25062,380779,Approved
LOAN02026,46,Female,Yes,2,Graduate,No,Salaried,Good,Rural,Vehicle,360,25299,14203,100427,Approved
LOAN02027,48,Male,Yes,0,Graduate,No,Salaried,Average,Urban,Vehicle,120,28716,8310,134615,Approved
LOAN02028,22,Male,Yes,0,Graduate,No,Business Owner,Good,Rural,Home,360,32681,8939,111411,Rejected
LOAN02029,26,Female,Yes,1,Graduate,No,Government,Good,Semiurban,Medical,240,30929,5235,69187,Approved
LOAN02030,29,Female,No,0,Graduate,No,Freelancer,Good,Semiurban,Personal,360,82195,12067,314209,Approved
LOAN02031,53,Male,Yes,2,Graduate,No,Business Owner,Poor,Urban,Home,300,16705,16460,63340,Rejected
LOAN02032,61,Female,Yes,0,Not Graduate,No,Business Owner,Good,Urban,Home,120,97092,31162,435594,Approved
LOAN02033,45,Female,Yes,0,Graduate,No,Salaried,Good,Semiurban,Home,360,38759,10371,103456,Approved
LOAN02034,33,Female,No,0,Graduate,Yes,Unemployed,Poor,Semiurban,Education,120,55975,6192,252406,Rejected
LOAN02035,29,Female,Yes,3+,Not Graduate,No,Business Owner,Good,Rural,Personal,360,36650,22371,129825,Approved
LOAN02036,33,Female,Yes,0,Graduate,No,Salaried,Good,Semiurban,Vehicle,360,52411,5457,208976,Approved
LOAN02037,51,Male,No,1,Graduate,No,Salaried,Good,Semiurban,Personal,120,23743,14219,85041,Approved
LOAN02038,61,Female,Yes,0,Graduate,No,Business Owner,Poor,Semiurban,Home,360,19737,6948,57810,Rejected
LOAN02039,31,Female,Yes,0,Graduate,Yes,Business Owner,Poor,Rural,Business,360,116647,11834,244231,Rejected
LOAN02040,24,Female,Yes,1,Not Graduate,No,Salaried,Average,Semiurban,Home,360,85911,19188,211225,Approved
LOAN02041,54,Male,Yes,2,Not Graduate,Yes,Government,Good,Urban,Home,360,22602,4059,146386,Approved
LOAN02042,58,Female,No,1,Graduate,No,Freelancer,Good,Rural,Vehicle,240,50134,8251,223880,Approved
LOAN02043,24,Female,Yes,3+,Graduate,No,Freelancer,Good,Semiurban,Home,360,61148,13573,170812,Approved
LOAN02044,58,Male,Yes,0,Graduate,No,Salaried,Average,Semiurban,Business,360,48878,11896,188625,Approved
LOAN02045,39,Female,Yes,0,Not Graduate,Yes,Salaried,Poor,Semiurban,Business,360,33066,24529,199006,Rejected
LOAN02046,26,Female,Yes,3+,Not Graduate,No,Government,Good,Semiurban,Personal,360,90312,6806,333865,Approved
LOAN02047,54,Female,No,0,Graduate,No,Government,Average,Urban,Home,120,49486,3769,137888,Approved
LOAN02048,38,Male,Yes,1,Graduate,Yes,Salaried,Good,Urban,Vehicle,180,23919,5916,138870,Approved
LOAN02049,33,Male,Yes,2,Graduate,No,Salaried,Good,Rural,Medical,360,30513,15057,104189,Approved
LOAN02050,61,Female,Yes,0,Graduate,Yes,Salaried,Good,Urban,Personal,360,22438,8128,105024,Approved
LOAN02051,43,Male,Yes,2,Graduate,No,Salaried,Good,Semiurban,Vehicle,300,34602,6476,166847,Approved
LOAN02052,39,Female,Yes,0,Graduate,No,Freelancer,Good,Urban,Business,360,34102,6085,69892,Approved
LOAN02053,65,Male,No,0,Graduate,No,Unemployed,Good,Urban,Education,360,51017,1587,187391,Approved
LOAN02054,31,Male,No,0,Not Graduate,Yes,Salaried,Average,Urban,Vehicle,360,50680,6069,157467,Rejected
LOAN02055,21,Male,No,2,Not Graduate,No,Salaried,Average,Semiurban,Vehicle,360,43250,11305,124584,Rejected
LOAN02056,44,Female,No,0,Graduate,No,Government,Poor,Semiurban,Business,360,42729,2342,141516,Approved
LOAN02057,27,Male,No,2,Graduate,No,Salaried,Average,Urban,Vehicle,360,58074,6498,257677,Approved
LOAN02058,45,Male,Yes,3+,Not Graduate,No,Unemployed,Good,Urban,Education,360,32806,18975,189250,Rejected
LOAN02059,41,Male,No,1,Graduate,No,Freelancer,Good,Rural,Home,60,12371,2803,25000,Approved
LOAN02060,35,Male,No,1,Graduate,No,Government,Poor,Semiurban,Business,180,93895,2409,208541,Approved
LOAN02061,21,Female,No,1,Graduate,No,Salaried,Good,Rural,Home,180,24105,3776,68841,Approved
LOAN02062,32,Female,Yes,0,Graduate,No,Salaried,Average,Rural,Education,60,49660,11191,218144,Approved
LOAN02063,27,Male,Yes,1,Graduate,No,Business Owner,Average,Rural,Home,180,31155,4487,147861,Rejected
LOAN02064,35,Female,No,1,Graduate,Yes,Business Owner,Average,Rural,Education,360,68126,1464,291327,Approved
LOAN02065,41,Male,No,3+,Graduate,Yes,Salaried,Good,Urban,Personal,360,23558,7295,104479,Approved
LOAN02066,39,Female,No,3+,Graduate,No,Unemployed,Good,Rural,Business,240,26374,7183,132441,Approved
LOAN02067,49,Female,Yes,2,Graduate,Yes,Government,Average,Rural,Home,360,29028,17530,105232,Rejected
LOAN02068,45,Female,Yes,3+,Graduate,Yes,Freelancer,Average,Rural,Education,300,46604,4324,110949,Rejected
LOAN02069,53,Male,Yes,1,Not Graduate,Yes,Salaried,Average,Urban,Home,180,40150,4422,166101,Approved
LOAN02070,52,Female,No,1,Graduate,No,Freelancer,Good,Rural,Education,360,46833,2834,171331,Rejected
LOAN02071,55,Male,Yes,3+,Graduate,No,Freelancer,Good,Rural,Education,240,38447,6955,179544,Approved
LOAN02072,64,Female,Yes,0,Graduate,No,Salaried,Average,Rural,Personal,360,55238,7936,186997,Approved
LOAN02073,58,Male,No,3+,Graduate,No,Government,Average,Urban,Home,240,55657,2679,160244,Approved
LOAN02074,46,Female,Yes,0,Graduate,No,Salaried,Good,Urban,Vehicle,300,71791,7797,234259,Approved
LOAN02075,31,Female,No,1,Not Graduate,No,Salaried,Good,Rural,Personal,360,42392,5687,209674,Approved
LOAN02076,55,Female,Yes,2,Graduate,No,Salaried,Poor,Semiurban,Medical,180,42301,14681,218252,Rejected
LOAN02077,28,Male,No,3+,Graduate,Yes,Government,Good,Urban,Home,360,80431,4737,141385,Approved
LOAN02078,34,Female,Yes,0,Graduate,Yes,Business Owner,Average,Rural,Business,120,62245,11226,269646,Rejected
LOAN02079,30,Male,No,2,Graduate,Yes,Salaried,Good,Urban,Home,300,45864,10718,164952,Approved
LOAN02080,22,Female,No,1,Graduate,Yes,Salaried,Good,Semiurban,Education,360,19390,3375,86770,Approved
LOAN02081,29,Male,Yes,0,Graduate,No,Salaried,Average,Urban,Home,360,17023,5965,78235,Rejected
LOAN02082,23,Male,Yes,2,Graduate,No,Salaried,Good,Urban,Personal,180,47845,8894,215249,Approved
LOAN02083,41,Female,Yes,1,Graduate,No,Business Owner,Good,Urban,Home,180,48741,6828,205563,Rejected
LOAN02084,46,Male,No,1,Graduate,No,Salaried,Good,Urban,Business,360,26232,6489,87670,Approved
LOAN02085,28,Male,No,0,Graduate,No,Salaried,Average,Urban,Business,120,42585,2479,164792,Approved
LOAN02086,22,Male,Yes,1,Graduate,No,Government,Good,Semiurban,Medical,300,24079,11057,99998,Approved
LOAN02087,26,Male,Yes,1,Graduate,No,Business Owner,Good,Rural,Business,360,46980,10345,142485,Approved
LOAN02088,48,Female,Yes,0,Graduate,No,Freelancer,Poor,Semiurban,Home,360,47534,31545,211011,Rejected
LOAN02089,49,Female,No,0,Graduate,No,Salaried,Good,Urban,Home,180,47396,9584,224740,Approved
LOAN02090,46,Male,No,3+,Graduate,Yes,Salaried,Good,Urban,Home,300,42234,2526,151186,Approved
LOAN02091,45,Male,Yes,1,Not Graduate,No,Business Owner,Good,Rural,Vehicle,360,31813,5627,79449,Approved
LOAN02092,32,Male,Yes,2,Not Graduate,No,Salaried,Poor,Rural,Vehicle,360,33016,8186,111219,Rejected
LOAN02093,25,Male,Yes,0,Graduate,Yes,Salaried,Good,Urban,Business,360,61181,6700,186165,Approved
LOAN02094,54,Female,Yes,0,Graduate,Yes,Government,Good,Urban,Home,240,43770,16049,116628,Approved
LOAN02095,57,Female,Yes,0,Graduate,No,Government,Good,Semiurban,Vehicle,180,45236,4517,145686,Approved
LOAN02096,35,Male,Yes,0,Graduate,No,Salaried,Average,Rural,Business,240,37757,17474,157169,Approved
LOAN02097,64,Male,Yes,1,Graduate,No,Salaried,Average,Semiurban,Medical,300,48686,15030,170742,Approved
LOAN02098,56,Male,Yes,1,Graduate,Yes,Unemployed,Good,Semiurban,Business,240,55911,37543,300935,Approved
LOAN02099,35,Female,Yes,1,Not Graduate,No,Salaried,Good,Semiurban,Home,300,27376,32267,165968,Approved
LOAN02100,63,Female,Yes,0,Not Graduate,No,Business Owner,Average,Rural,Education,360,47417,6777,132721,Rejected
LOAN02101,43,Male,Yes,1,Graduate,No,Unemployed,Good,Urban,Home,360,32803,22974,152919,Approved
LOAN02102,26,Male,No,0,Graduate,Yes,Unemployed,Poor,Rural,Vehicle,180,41824,5830,98845,Rejected
LOAN02103,64,Female,No,0,Graduate,No,Business Owner,Good,Urban,Vehicle,360,52884,7665,225966,Approved
LOAN02104,63,Female,Yes,3+,Not Graduate,No,Salaried,Average,Semiurban,Home,360,18897,30701,121179,Rejected
LOAN02105,65,Male,Yes,1,Not Graduate,No,Salaried,Good,Semiurban,Home,60,22299,6940,84954,Approved
LOAN02106,41,Male,No,1,Not Graduate,No,Government,Average,Semiurban,Home,120,26991,4018,116479,Approved
LOAN02107,43,Male,No,0,Graduate,No,Government,Good,Semiurban,Personal,360,26143,8390,96724,Approved
LOAN02108,63,Female,Yes,3+,Graduate,No,Business Owner,Good,Urban,Home,240,33757,18634,141517,Approved
LOAN02109,36,Male,Yes,1,Graduate,No,Freelancer,Good,Urban,Home,180,77775,38622,236140,Approved
LOAN02110,35,Male,Yes,2,Graduate,No,Freelancer,Good,Semiurban,Home,120,61716,15428,217868,Approved
LOAN02111,45,Female,Yes,0,Graduate,No,Freelancer,Good,Semiurban,Education,180,27966,24856,134076,Approved
LOAN02112,56,Male,Yes,3+,Graduate,Yes,Government,Good,Urban,Vehicle,360,53691,21702,161032,Approved
LOAN02113,31,Female,Yes,2,Graduate,No,Freelancer,Average,Rural,Personal,360,35616,7158,118952,Rejected
LOAN02114,35,Male,No,2,Graduate,No,Business Owner,Good,Urban,Home,300,42391,2615,144588,Approved
LOAN02115,24,Male,Yes,0,Graduate,No,Salaried,Average,Semiurban,Vehicle,360,23356,14711,88611,Approved
LOAN02116,41,Female,Yes,0,Graduate,No,Freelancer,Good,Urban,Education,360,20044,5432,69814,Approved
LOAN02117,33,Male,Yes,0,Graduate,No,Business Owner,Good,Semiurban,Medical,360,50491,26025,189665,Approved
LOAN02118,42,Female,Yes,0,Graduate,No,Salaried,Good,Urban,Home,240,36856,8080,178066,Approved
LOAN02119,39,Female,Yes,2,Graduate,No,Government,Poor,Semiurban,Home,360,45944,9604,167743,Approved
LOAN02120,54,Male,Yes,0,Graduate,No,Freelancer,Average,Urban,Business,180,74398,9338,157612,Rejected
LOAN02121,34,Female,No,0,Graduate,No,Government,Good,Urban,Home,240,32615,6664,106430,Approved
LOAN02122,24,Male,Yes,0,Not Graduate,No,Salaried,Average,Rural,Home,120,32750,63437,217010,Approved
LOAN02123,47,Female,No,0,Graduate,No,Business Owner,Good,Semiurban,Vehicle,180,80491,1885,247403,Approved
LOAN02124,49,Male,No,0,Graduate,No,Salaried,Good,Urban,Vehicle,120,36594,1718,87215,Approved
LOAN02125,48,Female,Yes,2,Graduate,No,Government,Good,Urban,Education,240,25299,12066,103346,Approved
LOAN02126,55,Male,Yes,1,Not Graduate,No,Salaried,Good,Rural,Business,360,50567,6517,149312,Approved
LOAN02127,28,Male,Yes,0,Graduate,Yes,Freelancer,Good,Urban,Business,240,32632,8560,111590,Approved
LOAN02128,36,Female,No,0,Graduate,No,Government,Average,Rural,Business,360,25080,10993,100148,Rejected
LOAN02129,62,Female,No,0,Graduate,No,Salaried,Good,Semiurban,Business,360,37811,2542,142280,Approved
LOAN02130,56,Male,No,0,Graduate,No,Unemployed,Average,Urban,Business,300,52681,2792,218646,Approved
LOAN02131,50,Male,Yes,2,Not Graduate,Yes,Government,Good,Semiurban,Home,180,21555,13040,99673,Approved
LOAN02132,38,Female,No,2,Graduate,No,Salaried,Good,Rural,Home,360,21331,7050,106285,Approved
LOAN02133,22,Female,Yes,2,Not Graduate,No,Salaried,Average,Urban,Education,120,35030,10681,171674,Rejected
LOAN02134,33,Male,Yes,2,Not Graduate,No,Salaried,Average,Semiurban,Education,360,22137,13036,93725,Rejected
LOAN02135,24,Male,Yes,0,Graduate,No,Salaried,Poor,Semiurban,Vehicle,360,20451,10201,71353,Approved
LOAN02136,46,Male,Yes,3+,Graduate,No,Government,Good,Rural,Education,240,36416,12018,141783,Approved
LOAN02137,45,Female,No,2,Graduate,No,Unemployed,Average,Semiurban,Home,180,59738,6966,150383,Approved
LOAN02138,50,Male,Yes,3+,Not Graduate,Yes,Salaried,Average,Urban,Home,240,51772,7303,163752,Rejected
LOAN02139,31,Male,Yes,0,Graduate,No,Business Owner,Good,Urban,Home,360,34609,4533,141383,Approved
LOAN02140,27,Female,Yes,3+,Not Graduate,Yes,Business Owner,Good,Urban,Vehicle,360,64677,5876,230049,Approved
LOAN02141,51,Male,No,2,Graduate,No,Salaried,Good,Urban,Education,360,79279,5803,250607,Approved
LOAN02142,64,Male,No,2,Graduate,No,Salaried,Good,Urban,Vehicle,240,45299,3377,191680,Approved
LOAN02143,30,Male,Yes,0,Not Graduate,No,Salaried,Good,Semiurban,Education,240,30798,3860,152411,Approved
LOAN02144,59,Male,Yes,2,Graduate,No,Business Owner,Poor,Urban,Personal,60,73363,15944,264910,Rejected
LOAN02145,33,Male,Yes,3+,Graduate,Yes,Freelancer,Good,Urban,Medical,360,71923,7254,227513,Approved
LOAN02146,51,Female,No,2,Graduate,No,Freelancer,Average,Semiurban,Business,240,40702,3491,197153,Approved
LOAN02147,27,Male,Yes,1,Graduate,Yes,Salaried,Average,Urban,Personal,240,62962,8491,291583,Rejected
LOAN02148,62,Female,Yes,3+,Graduate,Yes,Government,Good,Urban,Business,360,25551,11143,144820,Approved
LOAN02149,62,Female,Yes,0,Graduate,No,Freelancer,Good,Urban,Personal,300,14325,14920,101611,Approved
LOAN02150,56,Female,Yes,1,Graduate,Yes,Government,Good,Urban,Personal,360,23458,23215,77047,Approved
LOAN02151,40,Male,No,1,Not Graduate,No,Salaried,Average,Rural,Medical,180,39853,822,75289,Rejected
LOAN02152,24,Male,Yes,3+,Not Graduate,No,Government,Poor,Semiurban,Business,300,35123,7556,136537,Rejected
LOAN02153,27,Male,Yes,0,Graduate,Yes,Government,Good,Urban,Vehicle,360,55985,14866,143966,Approved
LOAN02154,21,Male,Yes,1,Not Graduate,Yes,Salaried,Average,Urban,Business,360,18610,4221,91658,Rejected
LOAN02155,64,Male,Yes,2,Graduate,No,Salaried,Good,Urban,Home,240,18774,3903,107932,Approved
LOAN02156,65,Female,No,2,Graduate,No,Government,Average,Semiurban,Education,120,51177,4853,133322,Approved
LOAN02157,62,Male,Yes,1,Graduate,No,Freelancer,Good,Semiurban,Personal,240,19031,16343,114326,Approved
LOAN02158,33,Male,No,3+,Not Graduate,No,Government,Good,Semiurban,Home,360,32150,5720,147011,Approved
LOAN02159,42,Male,No,3+,Not Graduate,No,Government,Good,Urban,Business,120,36719,4333,75835,Approved
LOAN02160,41,Female,Yes,0,Graduate,No,Business Owner,Good,Urban,Education,360,27100,7918,127723,Approved
LOAN02161,42,Male,Yes,0,Graduate,No,Salaried,Good,Semiurban,Education,300,47100,28354,208804,Approved
LOAN02162,48,Female,Yes,0,Graduate,No,Salaried,Average,Rural,Personal,360,14359,30657,168527,Rejected
LOAN02163,29,Male,No,0,Graduate,No,Unemployed,Good,Rural,Personal,60,82815,2648,285524,Approved
LOAN02164,46,Female,Yes,1,Graduate,No,Salaried,Good,Urban,Business,360,31302,7257,155317,Approved
LOAN02165,29,Female,Yes,3+,Graduate,No,Salaried,Good,Semiurban,Home,300,33637,5970,121098,Approved
LOAN02166,35,Male,Yes,2,Not Graduate,No,Freelancer,Average,Semiurban,Education,240,122041,14168,393747,Rejected
LOAN02167,30,Male,No,0,Graduate,No,Freelancer,Average,Rural,Education,360,19694,4159,70690,Approved
LOAN02168,44,Male,Yes,0,Not Graduate,No,Salaried,Average,Urban,Education,180,22691,5307,107999,Rejected
LOAN02169,62,Male,Yes,1,Graduate,No,Salaried,Good,Semiurban,Home,300,68325,8180,153114,Approved
LOAN02170,28,Female,Yes,1,Graduate,No,Business Owner,Good,Urban,Business,240,18026,14829,45750,Approved
LOAN02171,44,Female,Yes,0,Not Graduate,Yes,Salaried,Average,Semiurban,Home,300,45380,26403,210240,Rejected
LOAN02172,36,Female,No,3+,Not Graduate,No,Government,Good,Urban,Business,360,27644,8334,98773,Approved
LOAN02173,46,Female,Yes,3+,Graduate,No,Salaried,Good,Rural,Home,120,17549,14735,112326,Approved
LOAN02174,47,Male,No,0,Graduate,No,Government,Good,Rural,Education,360,46032,2658,181107,Approved
LOAN02175,57,Male,No,3+,Not Graduate,Yes,Government,Average,Urban,Home,360,46645,1134,140126,Approved
LOAN02176,24,Female,Yes,0,Graduate,No,Freelancer,Average,Semiurban,Medical,360,36338,7854,107702,Rejected
LOAN02177,44,Male,No,2,Graduate,Yes,Salaried,Average,Urban,Business,120,92142,10396,391106,Rejected
LOAN02178,39,Female,Yes,1,Graduate,No,Business Owner,Good,Semiurban,Home,240,25664,20314,112160,Approved
LOAN02179,56,Male,Yes,0,Not Graduate,No,Salaried,Good,Urban,Business,360,53635,13180,145734,Approved
LOAN02180,59,Male,No,3+,Not Graduate,Yes,Salaried,Poor,Urban,Personal,180,42079,3308,182404,Rejected
LOAN02181,30,Female,Yes,1,Not Graduate,No,Government,Good,Rural,Vehicle,360,56229,15673,159912,Approved
LOAN02182,45,Male,No,2,Graduate,No,Business Owner,Good,Urban,Vehicle,120,28945,3215,116213,Approved
LOAN02183,38,Female,Yes,0,Graduate,No,Government,Good,Semiurban,Home,240,19475,3577,115282,Approved
LOAN02184,39,Female,No,0,Graduate,No,Salaried,Good,Rural,Business,360,26718,4009,137374,Approved
LOAN02185,56,Female,Yes,0,Not Graduate,No,Salaried,Good,Rural,Vehicle,360,35288,22191,122764,Approved
LOAN02186,30,Female,Yes,1,Graduate,No,Unemployed,Good,Rural,Business,360,49336,19795,173152,Approved
LOAN02187,53,Female,Yes,2,Graduate,No,Business Owner,Good,Urban,Personal,360,36599,13716,212874,Approved
LOAN02188,25,Female,No,0,Graduate,No,Business Owner,Good,Rural,Home,360,40006,14102,129822,Approved
LOAN02189,55,Male,No,2,Graduate,No,Business Owner,Average,Urban,Home,300,78945,5810,222065,Approved
LOAN02190,64,Male,Yes,2,Not Graduate,Yes,Salaried,Good,Rural,Personal,360,35922,10212,188092,Approved
LOAN02191,54,Female,No,2,Graduate,No,Freelancer,Good,Semiurban,Business,360,28579,7153,135789,Approved
LOAN02192,53,Male,Yes,1,Not Graduate,No,Salaried,Average,Rural,Home,360,44274,13777,126773,Rejected
LOAN02193,41,Male,Yes,3+,Graduate,No,Business Owner,Poor,Urban,Education,240,16779,18812,130207,Rejected
LOAN02194,37,Male,No,1,Not Graduate,No,Business Owner,Good,Semiurban,Personal,360,16763,4974,80306,Rejected
LOAN02195,42,Female,No,1,Not Graduate,No,Government,Average,Rural,Home,240,34190,2612,79645,Approved
LOAN02196,57,Female,No,0,Graduate,No,Business Owner,Good,Rural,Home,60,23866,3762,127732,Approved
LOAN02197,35,Male,No,0,Not Graduate,No,Salaried,Good,Urban,Home,180,27620,5844,106930,Approved
LOAN02198,55,Female,Yes,0,Graduate,No,Business Owner,Good,Rural,Personal,180,55307,7808,261084,Approved
LOAN02199,48,Female,No,1,Not Graduate,No,Salaried,Good,Urban,Personal,240,46019,8607,164047,Approved
LOAN02200,27,Female,Yes,0,Not Graduate,No,Salaried,Average,Semiurban,Business,360,35079,37060,216176,Rejected
LOAN02201,52,Female,Yes,0,Not Graduate,No,Salaried,Good,Semiurban,Business,360,37697,14848,191247,Approved
LOAN02202,31,Female,Yes,2,Graduate,No,Business Owner,Good,Urban,Home,180,30000,12520,111421,Approved
LOAN02203,30,Male,Yes,0,Graduate,No,Salaried,Average,Urban,Home,360,53221,25519,140577,Approved
LOAN02204,29,Female,Yes,0,Graduate,No,Business Owner,Good,Rural,Personal,300,51878,2348,136733,Approved
LOAN02205,34,Male,Yes,0,Graduate,Yes,Government,Average,Urban,Home,300,56722,9944,243523,Approved
LOAN02206,33,Female,Yes,2,Not Graduate,No,Freelancer,Average,Urban,Education,240,55560,8105,166473,Approved
LOAN02207,45,Female,Yes,0,Not Graduate,No,Salaried,Good,Rural,Business,360,37210,6539,188968,Approved
LOAN02208,22,Male,Yes,1,Not Graduate,No,Salaried,Poor,Rural,Home,240,26524,4371,89970,Rejected
LOAN02209,55,Male,Yes,1,Graduate,No,Freelancer,Good,Semiurban,Business,120,33682,9591,158382,Approved
LOAN02210,27,Female,Yes,2,Not Graduate,No,Government,Good,Urban,Business,240,38272,16583,192221,Approved
LOAN02211,41,Male,No,1,Not Graduate,Yes,Salaried,Good,Urban,Vehicle,360,26814,3076,157967,Rejected
LOAN02212,38,Female,No,2,Not Graduate,No,Government,Good,Semiurban,Home,360,75617,10191,207071,Approved
LOAN02213,23,Male,No,0,Graduate,No,Business Owner,Good,Semiurban,Home,180,75787,1774,288247,Approved
LOAN02214,62,Male,Yes,0,Graduate,No,Business Owner,Good,Semiurban,Business,180,34405,22020,162098,Approved
LOAN02215,59,Female,No,0,Graduate,No,Unemployed,Good,Rural,Medical,360,57751,1756,143221,Approved
LOAN02216,61,Female,Yes,0,Graduate,No,Freelancer,Good,Semiurban,Home,360,46724,3556,197349,Approved
LOAN02217,31,Female,Yes,0,Graduate,No,Government,Average,Urban,Medical,240,29043,4238,96025,Approved
LOAN02218,59,Male,Yes,0,Not Graduate,No,Salaried,Average,Rural,Vehicle,360,43713,8114,163969,Rejected
LOAN02219,44,Female,No,1,Graduate,No,Business Owner,Average,Semiurban,Personal,360,25632,6991,47734,Rejected
LOAN02220,39,Female,Yes,1,Graduate,Yes,Business Owner,Average,Semiurban,Home,180,24441,7675,89349,Approved
LOAN02221,24,Female,Yes,0,Graduate,No,Salaried,Good,Rural,Home,360,45008,21660,138274,Approved
LOAN02222,46,Female,Yes,2,Not Graduate,No,Business Owner,Good,Rural,Home,60,45250,4444,226242,Rejected
LOAN02223,58,Female,No,0,Not Graduate,No,Salaried,Good,Semiurban,Education,360,122069,3073,211194,Approved
LOAN02224,62,Male,No,0,Not Graduate,No,Salaried,Average,Urban,Medical,240,33862,9947,210299,Rejected
LOAN02225,52,Male,Yes,1,Graduate,No,Salaried,Good,Rural,Home,180,28623,5185,123451,Approved
LOAN02226,59,Female,Yes,0,Graduate,No,Freelancer,Good,Semiurban,Business,360,55008,10067,174525,Approved
LOAN02227,65,Male,Yes,0,Not Graduate,No,Government,Poor,Semiurban,Home,360,35908,26887,206595,Rejected
LOAN02228,56,Female,No,0,Graduate,Yes,Business Owner,Average,Semiurban,Vehicle,180,27135,4346,117439,Rejected
LOAN02229,60,Male,Yes,3+,Graduate,No,Business Owner,Good,Semiurban,Home,120,27900,7627,144291,Approved
LOAN02230,57,Female,No,2,Graduate,Yes,Salaried,Good,Rural,Home,240,33497,4716,85788,Approved
